,question,ground_truth,answer,rouge1,rouge2,rougeL,f1,sas,bertscore
88,¿Cuándo podrá acordar modificaciones sustanciales de las condiciones de trabajo la dirección de la empresa?,"La dirección de la empresa podrá acordar modificaciones sustanciales de las condiciones de trabajo cuando existan probadas razones económicas, técnicas, organizativas o de producción. Se considerarán tales las que estén relacionadas con la competitividad, productividad u organización técnica o del trabajo en la empresa."," La dirección de la empresa puede acordar modificaciones sustanciales de las condiciones de trabajo cuando existan razones económicas, técnicas, organizativas o de producción relacionadas con la competitividad, productividad u organización. Estas modificaciones pueden afectar a la jornada de trabajo, horario y distribución del tiempo de trabajo, régimen de trabajo a turnos. Sin embargo, en el contexto proporcionado, solo se puede hacer esto mediante un convenio colectivo o acuerdo durante el periodo de consultas establecido para priorizar la permanencia de trabajadores con cargas familiares, mayores de determinada edad o personas con discapacidad.",0.55,0.42,0.51,0.37,0.6578306,0.98
89,¿Qué se entiende por modificación sustancial de las condiciones de trabajo?,"a) Jornada de trabajo.

b) Horario y distribución del tiempo de trabajo.

c) Régimen de trabajo a turnos.

d) Sistema de remuneración y cuantía salarial.

e) Sistema de trabajo y rendimiento.

f) Funciones, cuando excedan de los límites que para la movilidad funcional prevé el artículo 39.
"," La modificación sustancial de las condiciones de trabajo se refiere a cambios importantes en la jornada de trabajo, horario y distribución del tiempo de trabajo, régimen de trabajo a turnos o cualquier otro aspecto que afecte a estas materias. Estas modificaciones solo podrán ser acordadas cuando existan razones económicas, técnicas, organizativas o de producción relacionadas con la competitividad, productividad u organización técnica o del trabajo en la empresa. El trabajador tendrá siempre carácter voluntario para aceptar esta modificación y no podrá ser obligado a aceptarla. Se entiende por grupo profesional a aquellos trabajadores que se agrupan según sus aptitudes, titulaciones y contenido general de la prestación en la empresa.",0.35,0.18,0.29,0.14,0.53660023,0.94
90,¿Es el empresario que contrata o subcontrata con otros la realización de obras o servicios responsable del pago de las cuotas de la Seguridad Social?,"1. Los empresarios que contraten o subcontraten con otros la realización de obras o servicios correspondientes a la propia actividad de aquellos deberán comprobar que dichos contratistas están al corriente en el pago de las cuotas de la Seguridad Social. Al efecto, recabarán por escrito, con identificación de la empresa afectada, certificación negativa por descubiertos en la Tesorería General de la Seguridad Social, que deberá librar inexcusablemente dicha certificación en el término de treinta días improrrogables y en los términos que reglamentariamente se establezcan. Transcurrido este plazo, quedará exonerado de responsabilidad el empresario solicitante.

2. El empresario principal, salvo el transcurso del plazo antes señalado respecto a la Seguridad Social, y durante los tres años siguientes a la terminación de su encargo, responderá solidariamente de las obligaciones referidas a la Seguridad Social contraídas por los contratistas y subcontratistas durante el periodo de vigencia de la contrata.
"," El empresario que contrata o subcontrae con otros la realización de obras o servicios es responsable de informar sobre los extremos especificados, pero no es el responsable directo del pago de las cuotas de la Seguridad Social.",0.26,0.17,0.22,0.21,0.6096964,0.94
91,¿Deben conocer los trabajadores del contratista o subcontratista la identidad de la empresa principal para la cual están prestando servicios?,"3. Los trabajadores del contratista o subcontratista deberán ser informados por escrito por su empresario de la identidad de la empresa principal para la cual estén prestando servicios en cada momento. Dicha información deberá facilitarse antes del inicio de la respectiva prestación de servicios e incluirá el nombre o razón social del empresario principal, su domicilio social y su número de identificación fiscal. 
 cuando la empresa concierte un contrato de prestación de obras o servicios con una empresa contratista o subcontratista, deberá informar a los representantes legales de sus trabajadores sobre los siguientes extremos:

a) Nombre o razón social, domicilio y número de identificación fiscal de la empresa contratista o subcontratista.

b) Objeto y duración de la contrata.

c) Lugar de ejecución de la contrata.

d) En su caso, número de trabajadores que serán ocupados por la contrata o subcontrata en el centro de trabajo de la empresa principal.

e) Medidas previstas para la coordinación de actividades desde el punto de vista de la prevención de riesgos laborales.

Cuando las empresas principal, contratista o subcontratista compartan de forma continuada un mismo centro de trabajo, la primera deberá disponer de un libro registro en el que se refleje la información anterior respecto de todas las empresas citadas. Dicho libro estará a disposición de los representantes legales de los trabajadores.
"," Sí, deben conocer los trabajadores del contratista o subcontratista la identidad de la empresa principal para la cual están prestando servicios. La información debe proporcionarse antes del inicio de la ejecución de la contrata y estará a disposición de la representación legal de las personas trabajadoras.",0.3,0.23,0.26,0.18,0.717975,0.88
92,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."," El nuevo empresario, en el caso de que hubiera adquirido al cedente, tendrá responsabilidad en la sucesión de la empresa con respecto a las obligaciones laborales existentes antes de la transmisión, durante tres años después de la misma. Además, la entidad económica que se transfiere debe mantener su identidad como un conjunto organizado de medios que lleven a cabo una actividad económica esencial o accesoria.",0.32,0.04,0.14,0.19,0.51419806,0.97
93,¿Qué se considera sucesión de empresa?,"A los efectos de lo previsto en este artículo, se considerará que existe sucesión de empresa cuando la transmisión afecte a una entidad económica que mantenga su identidad, entendida como un conjunto de medios organizados a fin de llevar a cabo una actividad económica, esencial o accesoria."," Sucesión de empresa se refiere a una situación en que debido a circunstancias económicas negativas de la empresa, es preciso cambiar su administración o estructura.",0.42,0.13,0.27,0.28,0.6169425,0.97
94,¿Qué efectos tiene la sucesión de empresas?,"3. Sin perjuicio de lo establecido en la legislación de Seguridad Social, el cedente y el cesionario, en las transmisiones que tengan lugar por actos inter vivos, responderán solidariamente durante tres años de las obligaciones laborales nacidas con anterioridad a la transmisión y que no hubieran sido satisfechas.

El cedente y el cesionario también responderán solidariamente de las obligaciones nacidas con posterioridad a la transmisión, cuando la cesión fuese declarada delito.

4. Salvo pacto en contrario, , las relaciones laborales de los trabajadores afectados por la sucesión seguirán rigiéndose por el convenio colectivo que en el momento de la transmisión fuere de aplicación en la empresa, centro de trabajo o unidad productiva autónoma transferida.

5. Cuando la empresa, el centro de trabajo o la unidad productiva objeto de la transmisión conserve su autonomía, el cambio de titularidad del empresario no extinguirá por sí mismo el mandato de los representantes legales de los trabajadores, que seguirán ejerciendo sus funciones en los mismos términos y bajo las mismas condiciones que regían con anterioridad.

6. El cedente y el cesionario deberán informar a los representantes legales de sus trabajadores respectivos afectados por el cambio de titularidad, de los siguientes extremos:

a) Fecha prevista de la transmisión.

b) Motivos de la transmisión.

c) Consecuencias jurídicas, económicas y sociales, para los trabajadores, de la transmisión.

d) Medidas previstas respecto de los trabajadores.

8. El cedente vendrá obligado a facilitar la información mencionada en los apartados anteriores con la suficiente antelación, antes de la realización de la transmisión. El cesionario estará obligado a comunicar estas informaciones con la suficiente antelación y, en todo caso, antes de que sus trabajadores se vean afectados en sus condiciones de empleo y de trabajo por la transmisión.

En los supuestos de fusión y escisión de sociedades, el cedente y el cesionario habrán de proporcionar la indicada información, en todo caso, al tiempo de publicarse la convocatoria de las juntas generales que han de adoptar los respectivos acuerdos.

9. El cedente o el cesionario que previere adoptar, con motivo de la transmisión, medidas laborales en relación con sus trabajadores vendrá obligado a iniciar un periodo de consultas con los representantes legales de los trabajadores sobre las medidas previstas y sus consecuencias para los trabajadores. Dicho periodo de consultas habrá de celebrarse con la suficiente antelación, antes de que las medidas se lleven a efecto. Durante el periodo de consultas, las partes deberán negociar de buena fe, con vistas a la consecución de un acuerdo. "," La sucesión de empresas puede tener efectos en relación con el número de trabajadores, específicamente afectando a los treinta trabajadores en las empresas que ocupen más de trescientos trabajadores. Esto se produce en un período de consultas sobre causas motivadoras de la decisión empresarial y la posibilidad de evitar o reducir sus efectos, incluyendo medidas para atenuar sus consecuencias para los trabajadores afectados. En este proceso se abordan situaciones económicas negativas que pueden derivarse de resultados de la empresa.",0.2,0.07,0.14,0.11,0.6085342,0.91
95,¿Cuáles son las causas por las que puede suspenderse un contrato de trabajo?,"
a) Mutuo acuerdo de las partes.

b) Las consignadas válidamente en el contrato.

c) Incapacidad temporal de los trabajadores.

d) Maternidad, paternidad, adopción, guarda con fines de adopción o acogimiento, de conformidad con el Código Civil o las leyes civiles de las Comunidades Autónomas que lo regulen, siempre que su duración no sea inferior a un año, de menores de seis años o de menores de edad que sean mayores de seis años cuando se trate de menores con discapacidad o que por sus circunstancias y experiencias personales o por provenir del extranjero, tengan especiales dificultades de inserción social y familiar debidamente acreditadas por los servicios sociales competentes.

e) Riesgo durante el embarazo y riesgo durante la lactancia natural de un menor de nueve meses.

f) Ejercicio de cargo público representativo.

g) Privación de libertad del trabajador, mientras no exista sentencia condenatoria.

h) Suspensión de empleo y sueldo, por razones disciplinarias.

i) Fuerza mayor temporal.

j) Causas económicas, técnicas, organizativas o de producción.

k) Excedencia forzosa.

l) Ejercicio del derecho de huelga.

m) Cierre legal de la empresa.

n) Decisión de la trabajadora que se vea obligada a abandonar su puesto de trabajo como consecuencia de ser víctima de violencia de género.
"," Los motivos por los que puede suspenderse un contrato de trabajo son las siguientes causas:

1. Mutuo acuerdo de las partes.
2. Causas consignadas en el contrato.
3. Exceso del 60% de horas ordinarias contractadas sin el conocimiento previo del trabajador de la realización de horas complementarias.
4. No cumplimiento del preaviso mínimo de tres días por parte del empleador para indicarle al trabajador la realización de las horas complementarias.
5. Renuncia del trabajador después de un año desde la celebración del pacto de horas complementarias en determinadas circunstancias, como atención de responsabilidades familiares, necesidades formativas o incompatibilidad con otro contrato a tiempo parcial.
6. Derecho a consultar al trabajador por el personal que supera cien trabajadores en una empresa y más de 300 trabajadores en empresas mayores. Esta consulta debe verse sobre las causas motivadoras del procedimiento empresarial, posibilidades de evitar o reducir sus efectos, así como medidas para atenuar sus consecuencias para los trabajadores afectados.",0.35,0.09,0.18,0.13,0.42859286,0.97
96,¿Qué efectos tiene la suspensión de un contrato de trabajo?,La suspensión exonera de las obligaciones recíprocas de trabajar y remunerar el trabajo.," La suspensión de un contrato de trabajo por tiempo indefinido puede implicar lo siguiente:

* El trabajador puede dejar de hacerlo, sin perjuicio del derecho del empleado a exigir el pago correspondiente cuando tenga efectividad la decisión extintiva.
* La empresa debe dar un plazo de preaviso de quince días antes de extender el contrato de trabajo, desde la entrega de la comunicación personal al trabajador hasta la extinción del contrato.
* En caso de que la suspensión esté relacionada con los contratos formativos, las empresas pueden solicitar información sobre si las personas a las que pretenden contratar han estado previamente contratadas bajo dicha modalidad y la duración de esas contrataciones. Esta información deberá ser trasladada a la representación legal de las personas trabajadoras y tendrá valor liberatorio a efectos de no exceder la duración máxima de este contrato.",0.11,0.04,0.09,0.08,0.6250517,0.9
97,¿Cuál es el régimen de las excedencias?,"1. La excedencia podrá ser voluntaria o forzosa. La forzosa, que dará derecho a la conservación del puesto y al cómputo de la antigüedad de su vigencia, se concederá por la designación o elección para un cargo público que imposibilite la asistencia al trabajo. El reingreso deberá ser solicitado dentro del mes siguiente al cese en el cargo público.

2. El trabajador con al menos una antigüedad en la empresa de un año tiene derecho a que se le reconozca la posibilidad de situarse en excedencia voluntaria por un plazo no menor a cuatro meses y no mayor a cinco años. Este derecho solo podrá ser ejercitado otra vez por el mismo trabajador si han transcurrido cuatro años desde el final de la anterior excedencia voluntaria.

3. Los trabajadores tendrán derecho a un periodo de excedencia de duración no superior a tres años para atender al cuidado de cada hijo, tanto cuando lo sea por naturaleza, como por adopción, o en los supuestos de guarda con fines de adopción o acogimiento permanente, a contar desde la fecha de nacimiento o, en su caso, de la resolución judicial o administrativa.

También tendrán derecho a un periodo de excedencia, de duración no superior a dos años, salvo que se establezca una duración mayor por negociación colectiva, los trabajadores para atender al cuidado de un familiar hasta el segundo grado de consanguinidad o afinidad, que por razones de edad, accidente, enfermedad o discapacidad no pueda valerse por sí mismo, y no desempeñe actividad retribuida.

El periodo en que el trabajador permanezca en situación de excedencia conforme a lo establecido en este artículo será computable a efectos de antigüedad y el trabajador tendrá derecho a la asistencia a cursos de formación profesional, a cuya participación deberá ser convocado por el empresario, especialmente con ocasión de su reincorporación. Durante el primer año tendrá derecho a la reserva de su puesto de trabajo. Transcurrido dicho plazo, la reserva quedará referida a un puesto de trabajo del mismo grupo profesional o categoría equivalente.

4. Asimismo podrán solicitar su paso a la situación de excedencia en la empresa los trabajadores que ejerzan funciones sindicales de ámbito provincial o superior mientras dure el ejercicio de su cargo representativo.

5. El trabajador en excedencia voluntaria conserva solo un derecho preferente al reingreso en las vacantes de igual o similar categoría a la suya que hubiera o se produjeran en la empresa.
", La disposición adicional vigesimoséptima del artículo 75.7 de la legislación consolida en el BOE establece que las comunidades autónomas deben remitir mensualmente copia de las actas electorales registradas a la oficina pública estatal para expedición de certificaciones acreditativas de capacidad representativa de las organizaciones sindicales en el ámbito estatal.,0.1,0.02,0.08,0.06,0.46132183,0.87
98,¿Cuándo se entiende que concurren causas económicas en una suspensión de un contrato de trabajo?,"Se entiende que concurren causas económicas cuando de los resultados de la empresa se desprenda una situación económica negativa, en casos tales como la existencia de pérdidas actuales o previstas, o la disminución persistente de su nivel de ingresos ordinarios o ventas. En todo caso, se entenderá que la disminución es persistente si durante dos trimestres consecutivos el nivel de ingresos ordinarios o ventas de cada trimestre es inferior al registrado en el mismo trimestre del año anterior.
"," En una suspensión de un contrato de trabajo, se entiende que concurren causas económicas cuando la situación económica de la empresa es negativa y se desprende de sus resultados anuales de uso de estos contratos. Esto no incluye la realización de trabajos en el marco de contratas, subcontratas o concesiones administrativas que constituyan la actividad habitual u ordinaria de la empresa. También se puede entender como causa económica cuando se sustituye a un trabajador con derecho a reserva de puesto de trabajo, siempre que se especifique el nombre de la persona sustituida y la causa de la sustitución. En este caso, la prestación de servicios podría iniciarse antes de la ausencia del trabajador sustituido, coincidiendo en el desarrollo de las funciones el tiempo imprescindible para garantizar el desempeño adecuado del puesto y, como máximo, durante quince días.",0.39,0.11,0.26,0.21,0.6996881,0.98
99,¿Cuándo se entiende que concurren causas técnicas en una suspensión de un contrato de trabajo?,"Se entiende que concurren causas técnicas cuando se produzcan cambios, entre otros, en el ámbito de los medios o instrumentos de producción; causas organizativas cuando se produzcan cambios, entre otros, en el ámbito de los sistemas y métodos de trabajo del personal o en el modo de organizar la producción y causas productivas cuando se produzcan cambios, entre otros, en la demanda de los productos o servicios que la empresa pretende colocar en el mercado.
"," La suspensión de un contrato de trabajo con causa técnica puede ocurrir cuando se celebra un contrato de duración determinada para la sustitución de una persona trabajadora, siempre que se especifique el nombre de la persona sustituida y la causa de la sustitución. Esto sucede solo si la actividad habitual o ordinaria de la empresa no está involucrada en el contrato. El contrato puede comenzar antes de que la persona sustituida esté ausente, pero debe coincidir con el tiempo imprescindible para garantizar el desempeño adecuado del puesto y, como máximo, durante quince días. También puede ser para completar una previsión anual de uso de estos contratos.",0.34,0.07,0.21,0.13,0.5868074,0.93
100,¿Qué se entiende por reducción de jornada de trabajo?,"Se entenderá por reducción de jornada la disminución temporal de entre un diez y un setenta por ciento de la jornada de trabajo computada sobre la base de una jornada diaria, semanal, mensual o anual. Durante el periodo de reducción de jornada no podrán realizarse horas extraordinarias salvo fuerza mayor."," La reducción de jornada de trabajo se refiere a una medida laboral que permite a los trabajadores reducir su jornada laboral con un salario proporcionalmente disminuido o reordenar el tiempo de trabajo, utilizando horarios flexibles o otras formas de organización del tiempo. Esto puede aplicarse a personas consideradas como víctimas de violencia de género, violencia sexual o terrorismo para apoyar su protección y asistencia social integral. La duración máxima de la jornada ordinaria laboral es de 40 horas semanales según lo establecido en el convenio colectivo o contrato individual.",0.34,0.09,0.2,0.16,0.5713846,0.97
101,¿Cuáles son las razones por las que se extingue el contrato de trabajo?,"
a) Por mutuo acuerdo de las partes.

b) Por las causas consignadas válidamente en el contrato salvo que las mismas constituyan abuso de derecho manifiesto por parte del empresario.

c) Por expiración del tiempo convenido o realización de la obra o servicio objeto del contrato. 
d) Por dimisión del trabajador, debiendo mediar el preaviso que señalen los convenios colectivos o la costumbre del lugar.

e) Por muerte, gran invalidez o incapacidad permanente total o absoluta del trabajador,

f) Por jubilación del trabajador.

g) Por muerte, jubilación en los casos previstos en el régimen correspondiente de la Seguridad Social, o incapacidad del empresario, 

h) Por fuerza mayor que imposibilite definitivamente la prestación de trabajo, siempre que su existencia haya sido debidamente constatada conforme a lo dispuesto en el artículo 51.7.

i) Por despido colectivo fundado en causas económicas, técnicas, organizativas o de producción.

j) Por voluntad del trabajador, fundamentada en un incumplimiento contractual del empresario.

k) Por despido del trabajador.

l) Por causas objetivas legalmente procedentes.

m) Por decisión de la trabajadora que se vea obligada a abandonar definitivamente su puesto de trabajo como consecuencia de ser víctima de violencia de género.
","1. El contrato de trabajo se puede extender por decisión mutua de las partes, o bien por causas especificadas en el contrato.
2. Si un trabajador renuncia a sus horas complementarias, después de cumplir un año desde su celebración, puede hacerlo con un preaviso mínimo de quince días y si concurre alguna de las circunstancias establecidas (atención de responsabilidades familiares, necesidades formativas o incompatibilidad con otro contrato a tiempo parcial).
3. El contrato se puede suspender por causa de extinción de los trabajadores, si entre cien y trescientos trabajadores se excede del sesenta por ciento de las horas ordinarias contratadas.
4. También se puede suspender el contrato en caso de consulta colectiva a nivel de empresa, cuando la empresa ocupa más de treinta trabajadores. En este caso, la empresa debe informar sobre las causas motivadoras y posibilidades de evitar o reducir los efectos del procedimiento, así como sobre las medidas necesarias para atenuar sus consecuencias para los trabajadores afectados. La consulta se lleva a cabo en una comisión negociadora.",0.36,0.06,0.18,0.12,0.5834738,0.96
102,¿Qué trámites debe hacer el empresario a causa de la extinción del contrato de trabajo de un trabajador?,"El empresario, con ocasión de la extinción del contrato, al comunicar a los trabajadores la denuncia, o, en su caso, el preaviso de la extinción del mismo, deberá acompañar una propuesta del documento de liquidación de las cantidades adeudadas.

El trabajador podrá solicitar la presencia de un representante legal de los trabajadores en el momento de proceder a la firma del recibo del finiquito, haciéndose constar en el mismo el hecho de su firma en presencia de un representante legal de los trabajadores, o bien que el trabajador no ha hecho uso de esta posibilidad. 
"," El empresario debe hacer una de las siguientes opciones en el trámite de extinción del contrato de trabajo:

1. Readmisión: El trabajador tiene derecho a los salarios de tramitación, que son la suma de los salarios dejados de percibir desde la fecha de despido hasta la notificación de la sentencia de improcedencia o hasta que haya encontrado otro empleo, si tal colocación fuera anterior a la sentencia y se pueda demostrar por el empresario lo percibido para su descuento de los salarios de tramitación.
2. Indemnización: La extinción del contrato de trabajo se entenderá producida en la fecha del cese efectivo en el trabajo, equivaldrá a veinticuatro mensualidades.
3. Si el trabajador es un representante legal de los trabajadores o un delegado sindical, siempre será la opción del mismo. De no efectuar la opción, se entenderá que procede la primera (readmisión).
4. En caso de no optar el empresario por ninguna de las dos opciones, se entenderá que procede la primera (readmisión).",0.44,0.18,0.26,0.16,0.6258062,0.97
103,¿Cuándo será justa la extinción de contrato por voluntad del trabajador?,"a) Las modificaciones sustanciales en las condiciones de trabajo llevadas a cabo sin respetar lo previsto en el artículo 41 y que redunden en menoscabo de la dignidad del trabajador.

b) La falta de pago o retrasos continuados en el abono del salario pactado.

c) Cualquier otro incumplimiento grave de sus obligaciones por parte del empresario, salvo los supuestos de fuerza mayor, así como la negativa del mismo a reintegrar al trabajador en sus anteriores condiciones de trabajo en los supuestos previstos en los artículos 40 y 41, cuando una sentencia judicial haya declarado los mismos injustificados.

2. En tales casos, el trabajador tendrá derecho a las indemnizaciones señaladas para el despido improcedente.
"," La extinción del contrato de trabajo por voluntad del trabajador es justa si se hace constar en una comunicación escrita y se le da un plazo de preaviso de quince días, computado desde la entrega de la comunicación personal al trabajador hasta la extinción del contrato. En el supuesto contemplado en el artículo 52.c), se dará copia a la representación legal de los trabajadores para su conocimiento. Además, el trabajador tiene derecho a exigir su abono cuando tenga efectividad la decisión extintiva.",0.37,0.1,0.2,0.21,0.45356193,0.97
104,¿Cuándo se considera que existe un despido colectivo?,"se entenderá por despido colectivo la extinción de contratos de trabajo fundada en causas económicas, técnicas, organizativas o de producción cuando, en un periodo de noventa días, la extinción afecte al menos a:

a) Diez trabajadores, en las empresas que ocupen menos de cien trabajadores.

b) El diez por ciento del número de trabajadores de la empresa en aquellas que ocupen entre cien y trescientos trabajadores.

c) Treinta trabajadores en las empresas que ocupen más de trescientos trabajadores.
"," Se considera que existe un despido colectivo cuando se produce una extinción del contrato de trabajo afectando a varios trabajadores, y esto se debe a causas económicas. Este tipo de despidos tiene derecho a indemnización para los trabajadores, exceptuando el caso en que la extinción sea declarada improcedente y se ofrezca una compensación económica en su lugar.",0.4,0.11,0.26,0.21,0.6229395,0.92
105,¿Qué requiere la realización de un despido colectivo?," deberá ir precedido de un periodo de consultas con los representantes legales de los trabajadores de una duración no superior a treinta días naturales, o de quince en el caso de empresas de menos de cincuenta trabajadores.
La consulta se llevará a cabo en una única comisión negociadora, si bien, de existir varios centros de trabajo, quedará circunscrita a los centros afectados por el procedimiento. La comisión negociadora estará integrada por un máximo de trece miembros en representación de cada una de las partes."," El despido colectivo requiere la extinguencia del contrato de trabajo en masa por parte del empresario, con el derecho del trabajador a recibir indemnización y pasar a estar en situación de desempleo por causa no imputable. La decisión de extinción puede declararse improcedente y si la empresa procede a la readmisión, el trabajador deberá reintegrar la indemnización percibida o deducirse del importe de dicha compensación económica. Además, en caso de una nueva composición productiva o de la empresa, puede establecerse un nuevo colegio electoral adaptado a dicha composición, y el trabajador podrá reclamar ante la jurisdicción social. Los términos para reclamar vacantes pueden cambiarse mediante negociación colectiva.",0.35,0.05,0.18,0.15,0.47922269,0.97
106,¿Tiene algún privilegio laboral los representantes legales en un despido colectivo?,"Los representantes legales de los trabajadores tendrán prioridad de permanencia en la empresa en los supuestos a que se refiere este artículo. Mediante convenio colectivo o acuerdo alcanzado durante el periodo de consultas se podrán establecer prioridades de permanencia a favor de otros colectivos, tales como trabajadores con cargas familiares, mayores de determinada edad o personas con discapacidad."," No hay mención explícita en el contexto sobre algún privilegio laboral específico para representantes legales en un despido colectivo. Sin embargo, se indica que los trabajadores pueden reclamar ante la jurisdicción social previo informe del comité o delegados de personal y que mediante la negociación colectiva se pueden establecer periodos distintos para reclamar la cobertura de vacantes.",0.32,0.03,0.18,0.21,0.5930519,0.97
107,¿Qué debe hacer una empresa cuando el despido colectivo afecte a más de 50 personas?," deberá ofrecer a los trabajadores afectados un plan de recolocación externa a través de empresas de recolocación autorizadas. Dicho plan, diseñado para un periodo mínimo de seis meses, deberá incluir medidas de formación y orientación profesional, atención personalizada al trabajador afectado y búsqueda activa de empleo. En todo caso, lo anterior no será de aplicación en las empresas que se hubieran sometido a un procedimiento concursal. El coste de la elaboración e implantación de dicho plan no recaerá en ningún caso sobre los trabajadores.
","1. Si una empresa realiza un despido colectivo que afecta a más de 50 personas, debe ofrecer un plan de recolocación externo por medio de empresas autorizadas de recolocación. Este plan debe durar al menos seis meses y debe incluir medidas de formación y orientación profesional, atención personalizada al trabajador afectado y búsqueda activa de empleo.
2. En caso de que un despido colectivo sea injustificado, el trabajador tendrá derecho a las indemnizaciones correspondientes para el despido improcedente.
3. El despido colectivo se define como la extinción de contratos de trabajo fundada en causas económicas, técnicas, organizativas o de producción cuando, en un periodo de noventa días, la extinción afecte al menos a determinados porcentajes de trabajadores según el tamaño de la empresa.",0.55,0.27,0.4,0.32,0.60539126,0.97
108,¿Cuáles son las causas objetivas por las que podrá extinguirse un contrato laboral?,"a) Por ineptitud del trabajador conocida o sobrevenida con posterioridad a su colocación efectiva en la empresa. 

b) Por falta de adaptación del trabajador a las modificaciones técnicas operadas en su puesto de trabajo, cuando dichos cambios sean razonables. Previamente el empresario deberá ofrecer al trabajador un curso dirigido a facilitar la adaptación a las modificaciones operadas. El tiempo destinado a la formación se considerará en todo caso tiempo de trabajo efectivo y el empresario abonará al trabajador el salario medio que viniera percibiendo. La extinción no podrá ser acordada por el empresario hasta que hayan transcurrido, como mínimo, dos meses desde que se introdujo la modificación o desde que finalizó la formación dirigida a la adaptación.

c) Cuando concurra alguna de las causas previstas en el artículo 51.1 y la extinción afecte a un número inferior al establecido en el mismo.

d) Por faltas de asistencia al trabajo, aun justificadas pero intermitentes, que alcancen el veinte por ciento de las jornadas hábiles en dos meses consecutivos siempre que el total de faltas de asistencia en los doce meses anteriores alcance el cinco por ciento de las jornadas hábiles, o el veinticinco por ciento en cuatro meses discontinuos dentro de un periodo de doce meses.

No se computarán como faltas de asistencia, a los efectos del párrafo anterior, las ausencias debidas a huelga legal por el tiempo de duración de la misma, el ejercicio de actividades de representación legal de los trabajadores, accidente de trabajo, maternidad, riesgo durante el embarazo y la lactancia, enfermedades causadas por embarazo, parto o lactancia, paternidad, licencias y vacaciones, enfermedad o accidente no laboral cuando la baja haya sido acordada por los servicios sanitarios oficiales y tenga una duración de más de veinte días consecutivos, ni las motivadas por la situación física o psicológica derivada de violencia de género, acreditada por los servicios sociales de atención o servicios de Salud, según proceda.

Tampoco se computarán las ausencias que obedezcan a un tratamiento médico de cáncer o enfermedad grave.

e) En el caso de contratos por tiempo indefinido concertados directamente por entidades sin ánimo de lucro para la ejecución de planes y programas públicos determinados, sin dotación económica estable y financiados por las Administraciones Públicas mediante consignaciones presupuestarias o extrapresupuestarias anuales consecuencia de ingresos externos de carácter finalista, por la insuficiencia de la correspondiente consignación para el mantenimiento del contrato de trabajo de que se trate.
"," Las causas para extinguirse un contrato laboral podrían ser mutuo acuerdo entre ambas partes o por causa establecida convencionalmente en el contrato. Además, puede haber situaciones de suspensión del contrato debidas a circunstancias de la producción que tengan una duración reducida y limitada. La duración máxima de este tipo de contratos no debe exceder del año natural y un máximo de 90 días pueden ser utilizados en cada año natural, sin utilizarlo de manera continuada.",0.18,0.04,0.11,0.1,0.49095234,0.93
109,¿Cuáles son los requisitos en el caso de extinción del contrato de trabajo por causas objetivas?,"La adopción del acuerdo de extinción al amparo de lo prevenido en el artículo anterior exige la observancia de los requisitos siguientes:

a) Comunicación escrita al trabajador expresando la causa.

b) Poner a disposición del trabajador, simultáneamente a la entrega de la comunicación escrita, la indemnización de veinte días por año de servicio, prorrateándose por meses los periodos de tiempo inferiores a un año y con un máximo de doce mensualidades.

Cuando la decisión extintiva se fundase en el artículo 52.c), con alegación de causa económica, y como consecuencia de tal situación económica no se pudiera poner a disposición del trabajador la indemnización a que se refiere el párrafo anterior, el empresario, haciéndolo constar en la comunicación escrita, podrá dejar de hacerlo, sin perjuicio del derecho del trabajador de exigir de aquel su abono cuando tenga efectividad la decisión extintiva.

c) Concesión de un plazo de preaviso de quince días, computado desde la entrega de la comunicación personal al trabajador hasta la extinción del contrato de trabajo. En el supuesto contemplado en el artículo 52.c), del escrito de preaviso se dará copia a la representación legal de los trabajadores para su conocimiento.

2. Durante el periodo de preaviso el trabajador, o su representante legal si se trata de una persona con discapacidad que lo tuviera, tendrá derecho, sin pérdida de su retribución, a una licencia de seis horas semanales con el fin de buscar nuevo empleo.

3. Contra la decisión extintiva podrá recurrir como si se tratase de despido disciplinario.

4. Cuando la decisión extintiva del empresario tuviera como móvil algunas de las causas de discriminación prohibidas en la Constitución o en la ley o bien se hubiera producido con violación de derechos fundamentales y libertades públicas del trabajador, la decisión extintiva será nula, debiendo la autoridad judicial hacer tal declaración de oficio.
","1. El contrato formativo se entenderá concertado como un contrato indefinido de carácter ordinario si fue celebrado en fraude de ley o si la empresa incumplió sus obligaciones formativas.
2. No puede concertarse un nuevo periodo de prueba si la persona continúa en la empresa al término del contrato formativo, y se computará la duración del contrato formativo para efectos de antigüedad en la empresa.
3. Reglamentariamente se establecerán los requisitos que deben cumplirse para la celebración de los contratos formativos, tales como el número de contratos por tamaño de centro de trabajo, las personas en formación por tutor o tutora, y las exigencias en relación con la estabilidad de la plantilla.",0.28,0.05,0.15,0.13,0.49807268,0.94
