,question,ground_truth,answer,rouge1,rouge2,rougeL,f1,sas,bertscore
87,¿Cuándo se puede trasladar a un trabajador que no haya sido contratado para prestar sus servicios con centros de trabajo móviles o itinerantes?,"El traslado de trabajadores que no hayan sido contratados específicamente para prestar sus servicios en empresas con centros de trabajo móviles o itinerantes a un centro de trabajo distinto de la misma empresa que exija cambios de residencia requerirá la existencia de razones económicas, técnicas, organizativas o de producción que lo justifiquen. Se consideraran tales las que estén relacionadas con la competitividad, productividad u organización técnica o del trabajo en la empresa, así como las contrataciones referidas a la actividad empresarial.

La decisión de traslado deberá ser notificada por el empresario al trabajador, así como a sus representantes legales, con una antelación mínima de treinta días a la fecha de su efectividad.

Notificada la decisión de traslado, el trabajador tendrá derecho a optar entre el traslado, percibiendo una compensación por gastos, o la extinción de su contrato, percibiendo una indemnización de veinte días de salario por año de servicio, prorrateándose por meses los periodos de tiempo inferiores a un año y con un máximo de doce mensualidades. ","No tengo información específica sobre cuando se puede trasladar a un trabajador que no haya sido contratado para prestar sus servicios con centros de trabajo móviles o itinerantes. Sin embargo, se sabe que el empresario puede hacerlo previo informe al comité de empresa o delegados de personal, y siempre debe notificarse al trabajador con una antelación mínima de treinta días.",0.33,0.2,0.26,0.22,0.6199667,0.93
88,¿Cuándo podrá acordar modificaciones sustanciales de las condiciones de trabajo la dirección de la empresa?,"La dirección de la empresa podrá acordar modificaciones sustanciales de las condiciones de trabajo cuando existan probadas razones económicas, técnicas, organizativas o de producción. Se considerarán tales las que estén relacionadas con la competitividad, productividad u organización técnica o del trabajo en la empresa.",La respuesta es que no lo sabes. No se especifica en el artículo cómo y cuándo la dirección de una empresa puede acordar modificaciones sustanciales de las condiciones de trabajo sin el acuerdo previo de los trabajadores.,0.39,0.22,0.3,0.35,0.59156734,0.91
89,¿Qué se entiende por modificación sustancial de las condiciones de trabajo?,"a) Jornada de trabajo.

b) Horario y distribución del tiempo de trabajo.

c) Régimen de trabajo a turnos.

d) Sistema de remuneración y cuantía salarial.

e) Sistema de trabajo y rendimiento.

f) Funciones, cuando excedan de los límites que para la movilidad funcional prevé el artículo 39.
","La modificación sustancial de las condiciones de trabajo se refiere a cambios significativos en los aspectos del trabajo, como la jornada de trabajo, el horario y la distribución del tiempo de trabajo, o el régimen de trabajo a turnos. Estas modificaciones deben estar relacionadas con la competitividad, productividad u organización técnica o del trabajo en la empresa.",0.43,0.25,0.37,0.21,0.55239224,0.95
90,¿Es el empresario que contrata o subcontrata con otros la realización de obras o servicios responsable del pago de las cuotas de la Seguridad Social?,"1. Los empresarios que contraten o subcontraten con otros la realización de obras o servicios correspondientes a la propia actividad de aquellos deberán comprobar que dichos contratistas están al corriente en el pago de las cuotas de la Seguridad Social. Al efecto, recabarán por escrito, con identificación de la empresa afectada, certificación negativa por descubiertos en la Tesorería General de la Seguridad Social, que deberá librar inexcusablemente dicha certificación en el término de treinta días improrrogables y en los términos que reglamentariamente se establezcan. Transcurrido este plazo, quedará exonerado de responsabilidad el empresario solicitante.

2. El empresario principal, salvo el transcurso del plazo antes señalado respecto a la Seguridad Social, y durante los tres años siguientes a la terminación de su encargo, responderá solidariamente de las obligaciones referidas a la Seguridad Social contraídas por los contratistas y subcontratistas durante el periodo de vigencia de la contrata.
","No sé si el empresario que contrata o subcontrata con otros es responsable del pago de las cuotas de la Seguridad Social. Sin embargo, según lo establecido en el artículo 64 y los requisitos de información a proporcionar sobre previsiones en materia de subcontratación, cuando una empresa concierte un contrato de prestación de obras o servicios con una empresa contratista o subcontratista, debe informar a la representación legal de las personas trabajadoras sobre ciertos extremos. Si la empresa principal y la empresa contratista o subcontratista comparten responsabilidades en materia de Seguridad Social, el empresario debería verificar si su caso específico sigue los términos reglamentarios.",0.44,0.16,0.22,0.2,0.6836844,0.99
91,¿Deben conocer los trabajadores del contratista o subcontratista la identidad de la empresa principal para la cual están prestando servicios?,"3. Los trabajadores del contratista o subcontratista deberán ser informados por escrito por su empresario de la identidad de la empresa principal para la cual estén prestando servicios en cada momento. Dicha información deberá facilitarse antes del inicio de la respectiva prestación de servicios e incluirá el nombre o razón social del empresario principal, su domicilio social y su número de identificación fiscal. 
 cuando la empresa concierte un contrato de prestación de obras o servicios con una empresa contratista o subcontratista, deberá informar a los representantes legales de sus trabajadores sobre los siguientes extremos:

a) Nombre o razón social, domicilio y número de identificación fiscal de la empresa contratista o subcontratista.

b) Objeto y duración de la contrata.

c) Lugar de ejecución de la contrata.

d) En su caso, número de trabajadores que serán ocupados por la contrata o subcontrata en el centro de trabajo de la empresa principal.

e) Medidas previstas para la coordinación de actividades desde el punto de vista de la prevención de riesgos laborales.

Cuando las empresas principal, contratista o subcontratista compartan de forma continuada un mismo centro de trabajo, la primera deberá disponer de un libro registro en el que se refleje la información anterior respecto de todas las empresas citadas. Dicho libro estará a disposición de los representantes legales de los trabajadores.
","La respuesta a la pregunta es no, no se especifica en el texto si los trabajadores del contratista o subcontratista deben conocer la identidad de la empresa principal para la cual están prestando servicios. Sin embargo, se establece que las empresas principales, contratistas y subcontratas deben informar a la representación legal de las personas trabajadoras sobre cierta información antes de iniciar la ejecución de la contrata.",0.32,0.17,0.22,0.2,0.68080205,0.9
92,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente.",No tengo suficiente información para determinar la responsabilidad existente para el nuevo empresario en la sucesión de empresa complementaria hubiere adquirido el cedente. ¿Podrías proporcionar más contexto o detalles?,0.31,0.11,0.22,0.22,0.5048662,0.95
93,¿Qué se considera sucesión de empresa?,"A los efectos de lo previsto en este artículo, se considerará que existe sucesión de empresa cuando la transmisión afecte a una entidad económica que mantenga su identidad, entendida como un conjunto de medios organizados a fin de llevar a cabo una actividad económica, esencial o accesoria.",[S] [INST] La sucesión de empresa se considera cuando una entidad económica cece a causa de causas económicas y hay un acuerdo entre las partes interesadas para que continúe operando bajo la gestión de otra entidad económica.[/INST],0.4,0.15,0.27,0.29,0.68817633,0.95
94,¿Qué efectos tiene la sucesión de empresas?,"3. Sin perjuicio de lo establecido en la legislación de Seguridad Social, el cedente y el cesionario, en las transmisiones que tengan lugar por actos inter vivos, responderán solidariamente durante tres años de las obligaciones laborales nacidas con anterioridad a la transmisión y que no hubieran sido satisfechas.

El cedente y el cesionario también responderán solidariamente de las obligaciones nacidas con posterioridad a la transmisión, cuando la cesión fuese declarada delito.

4. Salvo pacto en contrario, , las relaciones laborales de los trabajadores afectados por la sucesión seguirán rigiéndose por el convenio colectivo que en el momento de la transmisión fuere de aplicación en la empresa, centro de trabajo o unidad productiva autónoma transferida.

5. Cuando la empresa, el centro de trabajo o la unidad productiva objeto de la transmisión conserve su autonomía, el cambio de titularidad del empresario no extinguirá por sí mismo el mandato de los representantes legales de los trabajadores, que seguirán ejerciendo sus funciones en los mismos términos y bajo las mismas condiciones que regían con anterioridad.

6. El cedente y el cesionario deberán informar a los representantes legales de sus trabajadores respectivos afectados por el cambio de titularidad, de los siguientes extremos:

a) Fecha prevista de la transmisión.

b) Motivos de la transmisión.

c) Consecuencias jurídicas, económicas y sociales, para los trabajadores, de la transmisión.

d) Medidas previstas respecto de los trabajadores.

8. El cedente vendrá obligado a facilitar la información mencionada en los apartados anteriores con la suficiente antelación, antes de la realización de la transmisión. El cesionario estará obligado a comunicar estas informaciones con la suficiente antelación y, en todo caso, antes de que sus trabajadores se vean afectados en sus condiciones de empleo y de trabajo por la transmisión.

En los supuestos de fusión y escisión de sociedades, el cedente y el cesionario habrán de proporcionar la indicada información, en todo caso, al tiempo de publicarse la convocatoria de las juntas generales que han de adoptar los respectivos acuerdos.

9. El cedente o el cesionario que previere adoptar, con motivo de la transmisión, medidas laborales en relación con sus trabajadores vendrá obligado a iniciar un periodo de consultas con los representantes legales de los trabajadores sobre las medidas previstas y sus consecuencias para los trabajadores. Dicho periodo de consultas habrá de celebrarse con la suficiente antelación, antes de que las medidas se lleven a efecto. Durante el periodo de consultas, las partes deberán negociar de buena fe, con vistas a la consecución de un acuerdo. ","La sucesión de empresas puede tener efectos negativos para los trabajadores afectados, como:

* Pérdida de empleo o reducción de horarios
* Desequilibrio del mercado laboral local
* Impacto en la economía local
* Posible pérdida de beneficios sociales y de retiro

Es importante que las empresas consideren las causas motivadoras de su decisión empresarial y busquen formas de evitar o reducir estos efectos, como:

* Reducir la cantidad de trabajadores afectados
* Ofrecer alternativas de empleo en otras empresas o sectores
* Proporcionar apoyo económico y social a los trabajadores afectados

La comisión negociadora puede ser una herramienta útil para abordar estos temas y encontrar soluciones que beneficien a todas las partes involucradas.",0.2,0.05,0.13,0.06,0.5175573,0.95
95,¿Cuáles son las causas por las que puede suspenderse un contrato de trabajo?,"
a) Mutuo acuerdo de las partes.

b) Las consignadas válidamente en el contrato.

c) Incapacidad temporal de los trabajadores.

d) Maternidad, paternidad, adopción, guarda con fines de adopción o acogimiento, de conformidad con el Código Civil o las leyes civiles de las Comunidades Autónomas que lo regulen, siempre que su duración no sea inferior a un año, de menores de seis años o de menores de edad que sean mayores de seis años cuando se trate de menores con discapacidad o que por sus circunstancias y experiencias personales o por provenir del extranjero, tengan especiales dificultades de inserción social y familiar debidamente acreditadas por los servicios sociales competentes.

e) Riesgo durante el embarazo y riesgo durante la lactancia natural de un menor de nueve meses.

f) Ejercicio de cargo público representativo.

g) Privación de libertad del trabajador, mientras no exista sentencia condenatoria.

h) Suspensión de empleo y sueldo, por razones disciplinarias.

i) Fuerza mayor temporal.

j) Causas económicas, técnicas, organizativas o de producción.

k) Excedencia forzosa.

l) Ejercicio del derecho de huelga.

m) Cierre legal de la empresa.

n) Decisión de la trabajadora que se vea obligada a abandonar su puesto de trabajo como consecuencia de ser víctima de violencia de género.
","Según el artículo 45 del contrato de trabajo, las causas por las que puede suspenderse un contrato de trabajo son:

1. Mutuo acuerdo de las partes.
2. Las consignadas válidamente en el contrato (no exceder del sesenta por ciento de las horas ordinarias contratadas).
3. El trabajador no conocer el día y la hora de realización de las horas complementarias pactadas con un preaviso mínimo de tres días, salvo que el convenio establezca un plazo de preaviso inferior.
4. El pacto de horas complementarias quedar sin efecto por renuncia del trabajador, mediante un preaviso de quince días, una vez cumplido un año desde su celebración, y concurriendo alguna de las siguientes circunstancias:
 * La atención de las responsabilidades familiares.
 * Necesidades formativas, siempre que se acredite la incompatibilidad horaria.
 * Incompatibilidad con otro contrato a tiempo parcial.

Además, según el artículo 45.1.d), también pueden suspenderse los contratos cuando haya treinta trabajadores o más en una empresa que ocupe más de trescientos trabajadores.

Es importante mencionar que la suspensión del contrato debe estar precedida de una consulta a los trabajadores afectados, según el artículo 45.1.e).",0.39,0.1,0.2,0.15,0.50120384,0.97
96,¿Qué efectos tiene la suspensión de un contrato de trabajo?,La suspensión exonera de las obligaciones recíprocas de trabajar y remunerar el trabajo.,"La suspensión de un contrato de trabajo puede tener varios efectos, como:

- El trabajador puede optar por la extinción del contrato, en cuyo caso debe notificarse a la representación legal del trabajador y el trabajador puede exigir su abono.
- Si el contrato es temporal, su suspensión puede convertirse en un contrato de trabajo continuo, lo que significa que el trabajador ya no tiene derecho a licencia por motivos de suspensión.
- La suspensión también puede implicar la concesión de un plazo de preaviso para la extinción del contrato, como se establece en el artículo 52.c).",0.13,0.03,0.13,0.09,0.61553055,0.92
97,¿Cuál es el régimen de las excedencias?,"1. La excedencia podrá ser voluntaria o forzosa. La forzosa, que dará derecho a la conservación del puesto y al cómputo de la antigüedad de su vigencia, se concederá por la designación o elección para un cargo público que imposibilite la asistencia al trabajo. El reingreso deberá ser solicitado dentro del mes siguiente al cese en el cargo público.

2. El trabajador con al menos una antigüedad en la empresa de un año tiene derecho a que se le reconozca la posibilidad de situarse en excedencia voluntaria por un plazo no menor a cuatro meses y no mayor a cinco años. Este derecho solo podrá ser ejercitado otra vez por el mismo trabajador si han transcurrido cuatro años desde el final de la anterior excedencia voluntaria.

3. Los trabajadores tendrán derecho a un periodo de excedencia de duración no superior a tres años para atender al cuidado de cada hijo, tanto cuando lo sea por naturaleza, como por adopción, o en los supuestos de guarda con fines de adopción o acogimiento permanente, a contar desde la fecha de nacimiento o, en su caso, de la resolución judicial o administrativa.

También tendrán derecho a un periodo de excedencia, de duración no superior a dos años, salvo que se establezca una duración mayor por negociación colectiva, los trabajadores para atender al cuidado de un familiar hasta el segundo grado de consanguinidad o afinidad, que por razones de edad, accidente, enfermedad o discapacidad no pueda valerse por sí mismo, y no desempeñe actividad retribuida.

El periodo en que el trabajador permanezca en situación de excedencia conforme a lo establecido en este artículo será computable a efectos de antigüedad y el trabajador tendrá derecho a la asistencia a cursos de formación profesional, a cuya participación deberá ser convocado por el empresario, especialmente con ocasión de su reincorporación. Durante el primer año tendrá derecho a la reserva de su puesto de trabajo. Transcurrido dicho plazo, la reserva quedará referida a un puesto de trabajo del mismo grupo profesional o categoría equivalente.

4. Asimismo podrán solicitar su paso a la situación de excedencia en la empresa los trabajadores que ejerzan funciones sindicales de ámbito provincial o superior mientras dure el ejercicio de su cargo representativo.

5. El trabajador en excedencia voluntaria conserva solo un derecho preferente al reingreso en las vacantes de igual o similar categoría a la suya que hubiera o se produjeran en la empresa.
","Lo siento, pero no tengo información sobre el régimen de las excedencias en el contexto de Trabajo y Seguridad Social. No puedo proporcionar una respuesta precisa sin más contexto o información.",0.07,0.01,0.05,0.04,0.52948713,0.9
98,¿Cuándo se entiende que concurren causas económicas en una suspensión de un contrato de trabajo?,"Se entiende que concurren causas económicas cuando de los resultados de la empresa se desprenda una situación económica negativa, en casos tales como la existencia de pérdidas actuales o previstas, o la disminución persistente de su nivel de ingresos ordinarios o ventas. En todo caso, se entenderá que la disminución es persistente si durante dos trimestres consecutivos el nivel de ingresos ordinarios o ventas de cada trimestre es inferior al registrado en el mismo trimestre del año anterior.
","Se entiende que concurren causas económicas en una suspensión de un contrato de trabajo cuando se desprende una situación económica negativa de los resultados de la empresa, como la existencia de un boletín oficial del estado con legislación consolidada que indica una situación económica difícil.",0.46,0.28,0.33,0.31,0.7269536,0.95
99,¿Cuándo se entiende que concurren causas técnicas en una suspensión de un contrato de trabajo?,"Se entiende que concurren causas técnicas cuando se produzcan cambios, entre otros, en el ámbito de los medios o instrumentos de producción; causas organizativas cuando se produzcan cambios, entre otros, en el ámbito de los sistemas y métodos de trabajo del personal o en el modo de organizar la producción y causas productivas cuando se produzcan cambios, entre otros, en la demanda de los productos o servicios que la empresa pretende colocar en el mercado.
","No tengo suficiente información para determinar con certeza cuándo se considera que concurren causas técnicas en una suspensión de un contrato de trabajo. Sin embargo, puedo decirte que según lo establecido en el texto proporcionado, la suspensión de un contrato de trabajo debido a la realización de trabajos en el marco de contratas, subcontratas o concesiones administrativas que constituyen la actividad habitual u ordinaria de la empresa no se considera como causa técnica.

En cambio, la suspensión de un contrato de trabajo puede ser considerada como causa técnica cuando:

* Se produce la ausencia de una persona trabajadora con derecho a reserva de puesto de trabajo y se debe sustituirla por otra persona.
* Se celebra un contrato de duración determinada para completar la jornada laboral después de que una persona trabajadora haya dejado su puesto.

En estos casos, la suspensión del contrato puede ser considerada como causa técnica si las circunstancias mencionadas anteriormente (realización de trabajos en contratos, subcontratas o concesiones administrativas) no se cumplen.",0.29,0.08,0.22,0.13,0.6091562,0.96
100,¿Qué se entiende por reducción de jornada de trabajo?,"Se entenderá por reducción de jornada la disminución temporal de entre un diez y un setenta por ciento de la jornada de trabajo computada sobre la base de una jornada diaria, semanal, mensual o anual. Durante el periodo de reducción de jornada no podrán realizarse horas extraordinarias salvo fuerza mayor.","La reducción de jornada de trabajo se refiere a la disminución del número de horas que un trabajador trabaja en una semana. Este derecho es concedido a los trabajadores que han sufrido violencia de género, violencia sexual o terrorismo, y les permite adaptar su horario laboral para cuidar de sus necesidades y bienestar. La duración máxima de la jornada ordinaria de trabajo es de 40 horas semanales de trabajo efectivo.",0.38,0.14,0.28,0.18,0.47747472,0.97
101,¿Cuáles son las razones por las que se extingue el contrato de trabajo?,"
a) Por mutuo acuerdo de las partes.

b) Por las causas consignadas válidamente en el contrato salvo que las mismas constituyan abuso de derecho manifiesto por parte del empresario.

c) Por expiración del tiempo convenido o realización de la obra o servicio objeto del contrato. 
d) Por dimisión del trabajador, debiendo mediar el preaviso que señalen los convenios colectivos o la costumbre del lugar.

e) Por muerte, gran invalidez o incapacidad permanente total o absoluta del trabajador,

f) Por jubilación del trabajador.

g) Por muerte, jubilación en los casos previstos en el régimen correspondiente de la Seguridad Social, o incapacidad del empresario, 

h) Por fuerza mayor que imposibilite definitivamente la prestación de trabajo, siempre que su existencia haya sido debidamente constatada conforme a lo dispuesto en el artículo 51.7.

i) Por despido colectivo fundado en causas económicas, técnicas, organizativas o de producción.

j) Por voluntad del trabajador, fundamentada en un incumplimiento contractual del empresario.

k) Por despido del trabajador.

l) Por causas objetivas legalmente procedentes.

m) Por decisión de la trabajadora que se vea obligada a abandonar definitivamente su puesto de trabajo como consecuencia de ser víctima de violencia de género.
",La extinción del contrato de trabajo se produce por ciento ni exceder del sesenta por ciento de las horas ordinarias contratadas.,0.1,0.04,0.08,0.07,0.46378386,0.84
102,¿Qué trámites debe hacer el empresario a causa de la extinción del contrato de trabajo de un trabajador?,"El empresario, con ocasión de la extinción del contrato, al comunicar a los trabajadores la denuncia, o, en su caso, el preaviso de la extinción del mismo, deberá acompañar una propuesta del documento de liquidación de las cantidades adeudadas.

El trabajador podrá solicitar la presencia de un representante legal de los trabajadores en el momento de proceder a la firma del recibo del finiquito, haciéndose constar en el mismo el hecho de su firma en presencia de un representante legal de los trabajadores, o bien que el trabajador no ha hecho uso de esta posibilidad. 
","En caso de extinción del contrato de trabajo debido a la readmisión del despedido, el empresario debe realizar los siguientes trámites:

1. Notificar al trabajador sobre la fecha y hora del regreso al trabajo.
2. Pagar los salarios correspondientes hasta la fecha de notificación de la sentencia que declarase la improcedencia o hasta que hubiera encontrado otro empleo, siempre y cuando se probase por el empresario lo percibido para su descuento de los salarios de tramitación.

En caso de que no opte el empresario por la readmisión, el empresario debe proceder con la indemnización.

Si el despedido fuera un representante legal o delegado sindical, la opción corresponderá siempre a este.",0.43,0.1,0.23,0.18,0.5898969,0.98
103,¿Cuándo será justa la extinción de contrato por voluntad del trabajador?,"a) Las modificaciones sustanciales en las condiciones de trabajo llevadas a cabo sin respetar lo previsto en el artículo 41 y que redunden en menoscabo de la dignidad del trabajador.

b) La falta de pago o retrasos continuados en el abono del salario pactado.

c) Cualquier otro incumplimiento grave de sus obligaciones por parte del empresario, salvo los supuestos de fuerza mayor, así como la negativa del mismo a reintegrar al trabajador en sus anteriores condiciones de trabajo en los supuestos previstos en los artículos 40 y 41, cuando una sentencia judicial haya declarado los mismos injustificados.

2. En tales casos, el trabajador tendrá derecho a las indemnizaciones señaladas para el despido improcedente.
","No tengo información específica sobre cuándo será justa la extinción de contrato por voluntad del trabajador. Sin embargo, según el artículo 52.c) mencionado en el texto, se concesiona un plazo de preaviso de quince días desde la entrega de la comunicación personal al trabajador hasta la extinción del contrato de trabajo.",0.27,0.08,0.17,0.13,0.39234003,0.97
104,¿Cuándo se considera que existe un despido colectivo?,"se entenderá por despido colectivo la extinción de contratos de trabajo fundada en causas económicas, técnicas, organizativas o de producción cuando, en un periodo de noventa días, la extinción afecte al menos a:

a) Diez trabajadores, en las empresas que ocupen menos de cien trabajadores.

b) El diez por ciento del número de trabajadores de la empresa en aquellas que ocupen entre cien y trescientos trabajadores.

c) Treinta trabajadores en las empresas que ocupen más de trescientos trabajadores.
","No tengo información específica sobre cuando se considera un despido colectivo. La legislación laboral varía según el país y la región, y en este caso, no se proporciona una definición clara de ""despido colectivo"" ni se indica su relación con el despido disciplinario o extintivo. Si deseas más información sobre el tema, puedo intentar ayudarte a encontrar fuentes relevantes.",0.26,0.04,0.17,0.13,0.5140061,0.93
105,¿Qué requiere la realización de un despido colectivo?," deberá ir precedido de un periodo de consultas con los representantes legales de los trabajadores de una duración no superior a treinta días naturales, o de quince en el caso de empresas de menos de cincuenta trabajadores.
La consulta se llevará a cabo en una única comisión negociadora, si bien, de existir varios centros de trabajo, quedará circunscrita a los centros afectados por el procedimiento. La comisión negociadora estará integrada por un máximo de trece miembros en representación de cada una de las partes.","No tengo información suficiente para determinar qué requiere la realización de un despido colectivo. Sin embargo, según el artículo 54 del BOLETÍN OFICIAL DEL ESTADO LEGISLACIÓN CONSOLIDADA, el despiso disciplinario requiere:

* Incumplimiento grave y culpable del trabajador
* Procedencia de la decisión extintiva
* Derecho a la indemnización prevista en el apartado 1
* Reclamo ante la jurisdicción social o negociación colectiva.",0.2,0.04,0.15,0.08,0.3759516,0.94
106,¿Tiene algún privilegio laboral los representantes legales en un despido colectivo?,"Los representantes legales de los trabajadores tendrán prioridad de permanencia en la empresa en los supuestos a que se refiere este artículo. Mediante convenio colectivo o acuerdo alcanzado durante el periodo de consultas se podrán establecer prioridades de permanencia a favor de otros colectivos, tales como trabajadores con cargas familiares, mayores de determinada edad o personas con discapacidad.","No tengo información específica sobre si los representantes legales en un despido colectivo tienen algún privilegio laboral. Sin embargo, es posible que tengan derecho a recibir una compensación o indemnización por su participación en el proceso de despido, según la legislación laboral vigente.",0.25,0.04,0.16,0.22,0.47924125,0.95
107,¿Qué debe hacer una empresa cuando el despido colectivo afecte a más de 50 personas?," deberá ofrecer a los trabajadores afectados un plan de recolocación externa a través de empresas de recolocación autorizadas. Dicho plan, diseñado para un periodo mínimo de seis meses, deberá incluir medidas de formación y orientación profesional, atención personalizada al trabajador afectado y búsqueda activa de empleo. En todo caso, lo anterior no será de aplicación en las empresas que se hubieran sometido a un procedimiento concursal. El coste de la elaboración e implantación de dicho plan no recaerá en ningún caso sobre los trabajadores.
","La respuesta correcta es:

Una empresa que lleve a cabo un despido colectivo que afecte a más de 50 personas debe ofrecer a los trabajadores afectados un plan de recolocación externa a través de empresas de recolocación autorizadas. Este plan debe incluir medidas de formación y orientación profesional, atención personalizada al trabajador afectado y búsqueda activa de empleo, durante un mínimo de seis meses. Sin embargo, este plan no será de aplicación en las empresas que se hayan sometido a un procedimiento concursal.",0.69,0.61,0.6,0.46,0.7012602,0.99
108,¿Cuáles son las causas objetivas por las que podrá extinguirse un contrato laboral?,"a) Por ineptitud del trabajador conocida o sobrevenida con posterioridad a su colocación efectiva en la empresa. 

b) Por falta de adaptación del trabajador a las modificaciones técnicas operadas en su puesto de trabajo, cuando dichos cambios sean razonables. Previamente el empresario deberá ofrecer al trabajador un curso dirigido a facilitar la adaptación a las modificaciones operadas. El tiempo destinado a la formación se considerará en todo caso tiempo de trabajo efectivo y el empresario abonará al trabajador el salario medio que viniera percibiendo. La extinción no podrá ser acordada por el empresario hasta que hayan transcurrido, como mínimo, dos meses desde que se introdujo la modificación o desde que finalizó la formación dirigida a la adaptación.

c) Cuando concurra alguna de las causas previstas en el artículo 51.1 y la extinción afecte a un número inferior al establecido en el mismo.

d) Por faltas de asistencia al trabajo, aun justificadas pero intermitentes, que alcancen el veinte por ciento de las jornadas hábiles en dos meses consecutivos siempre que el total de faltas de asistencia en los doce meses anteriores alcance el cinco por ciento de las jornadas hábiles, o el veinticinco por ciento en cuatro meses discontinuos dentro de un periodo de doce meses.

No se computarán como faltas de asistencia, a los efectos del párrafo anterior, las ausencias debidas a huelga legal por el tiempo de duración de la misma, el ejercicio de actividades de representación legal de los trabajadores, accidente de trabajo, maternidad, riesgo durante el embarazo y la lactancia, enfermedades causadas por embarazo, parto o lactancia, paternidad, licencias y vacaciones, enfermedad o accidente no laboral cuando la baja haya sido acordada por los servicios sanitarios oficiales y tenga una duración de más de veinte días consecutivos, ni las motivadas por la situación física o psicológica derivada de violencia de género, acreditada por los servicios sociales de atención o servicios de Salud, según proceda.

Tampoco se computarán las ausencias que obedezcan a un tratamiento médico de cáncer o enfermedad grave.

e) En el caso de contratos por tiempo indefinido concertados directamente por entidades sin ánimo de lucro para la ejecución de planes y programas públicos determinados, sin dotación económica estable y financiados por las Administraciones Públicas mediante consignaciones presupuestarias o extrapresupuestarias anuales consecuencia de ingresos externos de carácter finalista, por la insuficiencia de la correspondiente consignación para el mantenimiento del contrato de trabajo de que se trate.
","Basándonos en el artículo 45 del Código Civil, las causas objetivas por las que un contrato laboral puede extinguirse son:

- Mutuo acuerdo de las partes
- Fallecimiento del trabajador o de la persona con quien se contrata
- Disolución del establecimiento donde el trabajador presta servicios
- Exclusión del trabajador de acuerdo con lo estipulado en el contrato

Es importante destacar que, según la legislación vigente, estas causas deben estar incluidas en el contrato laboral y ser objeto de acuerdo mutuo entre las partes.",0.17,0.05,0.11,0.09,0.49864316,0.94
109,¿Cuáles son los requisitos en el caso de extinción del contrato de trabajo por causas objetivas?,"La adopción del acuerdo de extinción al amparo de lo prevenido en el artículo anterior exige la observancia de los requisitos siguientes:

a) Comunicación escrita al trabajador expresando la causa.

b) Poner a disposición del trabajador, simultáneamente a la entrega de la comunicación escrita, la indemnización de veinte días por año de servicio, prorrateándose por meses los periodos de tiempo inferiores a un año y con un máximo de doce mensualidades.

Cuando la decisión extintiva se fundase en el artículo 52.c), con alegación de causa económica, y como consecuencia de tal situación económica no se pudiera poner a disposición del trabajador la indemnización a que se refiere el párrafo anterior, el empresario, haciéndolo constar en la comunicación escrita, podrá dejar de hacerlo, sin perjuicio del derecho del trabajador de exigir de aquel su abono cuando tenga efectividad la decisión extintiva.

c) Concesión de un plazo de preaviso de quince días, computado desde la entrega de la comunicación personal al trabajador hasta la extinción del contrato de trabajo. En el supuesto contemplado en el artículo 52.c), del escrito de preaviso se dará copia a la representación legal de los trabajadores para su conocimiento.

2. Durante el periodo de preaviso el trabajador, o su representante legal si se trata de una persona con discapacidad que lo tuviera, tendrá derecho, sin pérdida de su retribución, a una licencia de seis horas semanales con el fin de buscar nuevo empleo.

3. Contra la decisión extintiva podrá recurrir como si se tratase de despido disciplinario.

4. Cuando la decisión extintiva del empresario tuviera como móvil algunas de las causas de discriminación prohibidas en la Constitución o en la ley o bien se hubiera producido con violación de derechos fundamentales y libertades públicas del trabajador, la decisión extintiva será nula, debiendo la autoridad judicial hacer tal declaración de oficio.
","No sé específicamente cuáles son los requisitos en el caso de extinción del contrato de trabajo por causas objetivas, especialmente en relación con la jornada. Sin embargo, puedo decirte que según lo indicado en el boletín oficial, existen ciertas condiciones relacionadas con la celebración y extinción de contratos formativos, como la no posibilidad de concertar un nuevo periodo de prueba si la persona continuas en la empresa después del contrato, y la interpretación de los contratos formativos celebrados en fraude de ley o que incumplen las obligaciones formativas. Para obtener información más precisa sobre los requisitos específicos para la extinción del contrato de trabajo por causas objetivas, te recomendaría consultar fuentes legales o expertas en el tema.",0.3,0.08,0.17,0.13,0.5602556,0.95
