,original,expandida,ground_truth
2538,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad por los daños ecológicos existente para el nuevo patrono en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2539,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad por los daños ecológicos existente para el nuevo patrono en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2540,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad por los daños ecológicos existente para el nuevo patrón en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2541,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad por los daños ecológicos existente para el nuevo patrón en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2542,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad por los daños ecológicos existente para el nuevo parte contratante en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2543,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad por los daños ecológicos existente para el nuevo parte contratante en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2544,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad por los daños ecológicos existente para el nuevo empresa en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2545,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad por los daños ecológicos existente para el nuevo empresa en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2546,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad por los daños ecológicos existente para el nuevo firma en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2547,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad por los daños ecológicos existente para el nuevo firma en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2548,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad pública existente para el nuevo empresario en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2549,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad pública existente para el nuevo empresario en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2550,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad pública existente para el nuevo contratista en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2551,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad pública existente para el nuevo contratista en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2552,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad pública existente para el nuevo industrial en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2553,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad pública existente para el nuevo industrial en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2554,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad pública existente para el nuevo patrono en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2555,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad pública existente para el nuevo patrono en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2556,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad pública existente para el nuevo patrón en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2557,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad pública existente para el nuevo patrón en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2558,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad pública existente para el nuevo parte contratante en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2559,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad pública existente para el nuevo parte contratante en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2560,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad pública existente para el nuevo empresa en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2561,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad pública existente para el nuevo empresa en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2562,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad pública existente para el nuevo firma en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2563,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad pública existente para el nuevo firma en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2564,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad legal existente para el nuevo empresario en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2565,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad legal existente para el nuevo empresario en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2566,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad legal existente para el nuevo contratista en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2567,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad legal existente para el nuevo contratista en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2568,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad legal existente para el nuevo industrial en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2569,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad legal existente para el nuevo industrial en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2570,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad legal existente para el nuevo patrono en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2571,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad legal existente para el nuevo patrono en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2572,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad legal existente para el nuevo patrón en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2573,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad legal existente para el nuevo patrón en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2574,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad legal existente para el nuevo parte contratante en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2575,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad legal existente para el nuevo parte contratante en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2576,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad legal existente para el nuevo empresa en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2577,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad legal existente para el nuevo empresa en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2578,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad legal existente para el nuevo firma en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2579,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad legal existente para el nuevo firma en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2580,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad medioambiental de la empresa existente para el nuevo empresario en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2581,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad medioambiental de la empresa existente para el nuevo empresario en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2582,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad medioambiental de la empresa existente para el nuevo contratista en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2583,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad medioambiental de la empresa existente para el nuevo contratista en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2584,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad medioambiental de la empresa existente para el nuevo industrial en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2585,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad medioambiental de la empresa existente para el nuevo industrial en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2586,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad medioambiental de la empresa existente para el nuevo patrono en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2587,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad medioambiental de la empresa existente para el nuevo patrono en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2588,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad medioambiental de la empresa existente para el nuevo patrón en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2589,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad medioambiental de la empresa existente para el nuevo patrón en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2590,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad medioambiental de la empresa existente para el nuevo parte contratante en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2591,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad medioambiental de la empresa existente para el nuevo parte contratante en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2592,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad medioambiental de la empresa existente para el nuevo empresa en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
