,question,ground_truth,answer,rouge1,rouge2,rougeL,f1,sas,bertscore
86,¿Cuál es el régimen de la movilidad funcional?,"1. La movilidad funcional en la empresa se efectuará de acuerdo a las titulaciones académicas o profesionales precisas para ejercer la prestación laboral y con respeto a la dignidad del trabajador.

2. La movilidad funcional para la realización de funciones, tanto superiores como inferiores, no correspondientes al grupo profesional solo será posible si existen, además, razones técnicas u organizativas que la justifiquen y por el tiempo imprescindible para su atención. El empresario deberá comunicar su decisión y las razones de esta a los representantes de los trabajadores.

En el caso de encomienda de funciones superiores a las del grupo profesional por un periodo superior a seis meses durante un año u ocho durante dos años, el trabajador podrá reclamar el ascenso, si a ello no obsta lo dispuesto en convenio colectivo o, en todo caso, la cobertura de la vacante correspondiente a las funciones por él realizadas conforme a las reglas en materia de ascensos aplicables en la empresa, sin perjuicio de reclamar la diferencia salarial correspondiente. Estas acciones serán acumulables. 
3. El trabajador tendrá derecho a la retribución correspondiente a las funciones que efectivamente realice, salvo en los casos de encomienda de funciones inferiores, en los que mantendrá la retribución de origen.
4. El cambio de funciones distintas de las pactadas no incluido en los supuestos previstos en este artículo requerirá el acuerdo de las partes o, en su defecto, el sometimiento a las reglas previstas para las modificaciones sustanciales de condiciones de trabajo o a las que a tal fin se hubieran establecido en convenio colectivo.
","La respuesta correcta es:

e) Las medidas para favorecer la corresponsabilidad y la conciliación entre la vida laboral, familiar y personal.",0.07,0.0,0.06,0.03,0.52222323,0.87
87,¿Cuándo se puede trasladar a un trabajador que no haya sido contratado para prestar sus servicios con centros de trabajo móviles o itinerantes?,"El traslado de trabajadores que no hayan sido contratados específicamente para prestar sus servicios en empresas con centros de trabajo móviles o itinerantes a un centro de trabajo distinto de la misma empresa que exija cambios de residencia requerirá la existencia de razones económicas, técnicas, organizativas o de producción que lo justifiquen. Se consideraran tales las que estén relacionadas con la competitividad, productividad u organización técnica o del trabajo en la empresa, así como las contrataciones referidas a la actividad empresarial.

La decisión de traslado deberá ser notificada por el empresario al trabajador, así como a sus representantes legales, con una antelación mínima de treinta días a la fecha de su efectividad.

Notificada la decisión de traslado, el trabajador tendrá derecho a optar entre el traslado, percibiendo una compensación por gastos, o la extinción de su contrato, percibiendo una indemnización de veinte días de salario por año de servicio, prorrateándose por meses los periodos de tiempo inferiores a un año y con un máximo de doce mensualidades. ",No sé responder a esta pregunta.,0.02,0.0,0.02,0.01,0.5444462,0.74
88,¿Cuándo podrá acordar modificaciones sustanciales de las condiciones de trabajo la dirección de la empresa?,"La dirección de la empresa podrá acordar modificaciones sustanciales de las condiciones de trabajo cuando existan probadas razones económicas, técnicas, organizativas o de producción. Se considerarán tales las que estén relacionadas con la competitividad, productividad u organización técnica o del trabajo en la empresa.","La respuesta es: No lo sabes. No se indica en el texto cuando podrá acordar modificaciones sustanciales de las condiciones de trabajo, solo se menciona que la dirección de la empresa puede hacerlo cuando existan razones económicas, técnicas, organizativas o de producción.",0.63,0.48,0.45,0.49,0.6688576,0.96
89,¿Qué se entiende por modificación sustancial de las condiciones de trabajo?,"a) Jornada de trabajo.

b) Horario y distribución del tiempo de trabajo.

c) Régimen de trabajo a turnos.

d) Sistema de remuneración y cuantía salarial.

e) Sistema de trabajo y rendimiento.

f) Funciones, cuando excedan de los límites que para la movilidad funcional prevé el artículo 39.
","Una modificación sustancial de las condiciones de trabajo es un cambio en el contrato de trabajo que se considera significativo y que requiere la aprobación de la dirección de la empresa. Estas modificaciones deben estar relacionadas con factores económicos, técnicos, organizativos o de producción, como la competitividad, productividad u organización técnica del trabajo. Algunos ejemplos de modificaciones sustanciales incluyen cambios en la jornada de trabajo, horario y distribución del tiempo de trabajo, o el régimen de trabajo a turnos.",0.37,0.21,0.24,0.19,0.6202231,0.95
90,¿Es el empresario que contrata o subcontrata con otros la realización de obras o servicios responsable del pago de las cuotas de la Seguridad Social?,"1. Los empresarios que contraten o subcontraten con otros la realización de obras o servicios correspondientes a la propia actividad de aquellos deberán comprobar que dichos contratistas están al corriente en el pago de las cuotas de la Seguridad Social. Al efecto, recabarán por escrito, con identificación de la empresa afectada, certificación negativa por descubiertos en la Tesorería General de la Seguridad Social, que deberá librar inexcusablemente dicha certificación en el término de treinta días improrrogables y en los términos que reglamentariamente se establezcan. Transcurrido este plazo, quedará exonerado de responsabilidad el empresario solicitante.

2. El empresario principal, salvo el transcurso del plazo antes señalado respecto a la Seguridad Social, y durante los tres años siguientes a la terminación de su encargo, responderá solidariamente de las obligaciones referidas a la Seguridad Social contraídas por los contratistas y subcontratistas durante el periodo de vigencia de la contrata.
","La realización de obras o servicios no es responsable del pago de las cuotas de la Seguridad Social en su calidad de empresario que contrata o subcontra. La responsabilidad por el pago de estas cuotas recae en el contratista o subcontratista, quien debe realizar el pago y, en su caso, solicitar la devolución de los importes correspondientes por razón del artículo 64 de la Ley General de la Seguridad Social.

En resumen, no es el empresario el responsable del pago de las cuotas de la Seguridad Social en su calidad de contratista o subcontratista.",0.47,0.22,0.29,0.19,0.5888307,0.98
91,¿Deben conocer los trabajadores del contratista o subcontratista la identidad de la empresa principal para la cual están prestando servicios?,"3. Los trabajadores del contratista o subcontratista deberán ser informados por escrito por su empresario de la identidad de la empresa principal para la cual estén prestando servicios en cada momento. Dicha información deberá facilitarse antes del inicio de la respectiva prestación de servicios e incluirá el nombre o razón social del empresario principal, su domicilio social y su número de identificación fiscal. 
 cuando la empresa concierte un contrato de prestación de obras o servicios con una empresa contratista o subcontratista, deberá informar a los representantes legales de sus trabajadores sobre los siguientes extremos:

a) Nombre o razón social, domicilio y número de identificación fiscal de la empresa contratista o subcontratista.

b) Objeto y duración de la contrata.

c) Lugar de ejecución de la contrata.

d) En su caso, número de trabajadores que serán ocupados por la contrata o subcontrata en el centro de trabajo de la empresa principal.

e) Medidas previstas para la coordinación de actividades desde el punto de vista de la prevención de riesgos laborales.

Cuando las empresas principal, contratista o subcontratista compartan de forma continuada un mismo centro de trabajo, la primera deberá disponer de un libro registro en el que se refleje la información anterior respecto de todas las empresas citadas. Dicho libro estará a disposición de los representantes legales de los trabajadores.
","La respuesta es no. No sabemos qué responsabilidad la pregunta pretende evaluar, pero si la pregúntan si los trabajadores deben saber quién contrata sus servicios, la respuesta sería sí, en este caso.",0.11,0.01,0.07,0.06,0.6206304,0.78
92,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente.","La responsabilidad existente para el nuevo empresario en la sucesión de empresa es:

- Responder solidariamente con el cedente por las obligaciones nacidas con posterioridad a la transmisión, cuando la cesión fuese declarada delito.
- Cumplir con las relaciones laborales establecidas por el convenio colectivo que se aplica en la empresa, centro de trabajo o unidad productiva autónoma transferida.
- Mantener estas relaciones laborales hasta la fecha de expiración del convenio colectivo original o hasta que se produce un cambio de convenio colectivo nuevo que resulte aplicable a la entidad económica transmitida.
- No extinguir la autonomía del centro de trabajo o unidad productiva objeto de la transmisión.",0.35,0.12,0.19,0.21,0.6144213,0.96
93,¿Qué se considera sucesión de empresa?,"A los efectos de lo previsto en este artículo, se considerará que existe sucesión de empresa cuando la transmisión afecte a una entidad económica que mantenga su identidad, entendida como un conjunto de medios organizados a fin de llevar a cabo una actividad económica, esencial o accesoria.","Una sucesión de empresa se considera aquella que ocurre cuando una empresa cambia a otra debido a causas económicas, como la existencia de una situación económica negativa o la incumplimiento de los umbrales para las modificaciones colectivas.",0.47,0.11,0.3,0.31,0.6455954,0.97
94,¿Qué efectos tiene la sucesión de empresas?,"3. Sin perjuicio de lo establecido en la legislación de Seguridad Social, el cedente y el cesionario, en las transmisiones que tengan lugar por actos inter vivos, responderán solidariamente durante tres años de las obligaciones laborales nacidas con anterioridad a la transmisión y que no hubieran sido satisfechas.

El cedente y el cesionario también responderán solidariamente de las obligaciones nacidas con posterioridad a la transmisión, cuando la cesión fuese declarada delito.

4. Salvo pacto en contrario, , las relaciones laborales de los trabajadores afectados por la sucesión seguirán rigiéndose por el convenio colectivo que en el momento de la transmisión fuere de aplicación en la empresa, centro de trabajo o unidad productiva autónoma transferida.

5. Cuando la empresa, el centro de trabajo o la unidad productiva objeto de la transmisión conserve su autonomía, el cambio de titularidad del empresario no extinguirá por sí mismo el mandato de los representantes legales de los trabajadores, que seguirán ejerciendo sus funciones en los mismos términos y bajo las mismas condiciones que regían con anterioridad.

6. El cedente y el cesionario deberán informar a los representantes legales de sus trabajadores respectivos afectados por el cambio de titularidad, de los siguientes extremos:

a) Fecha prevista de la transmisión.

b) Motivos de la transmisión.

c) Consecuencias jurídicas, económicas y sociales, para los trabajadores, de la transmisión.

d) Medidas previstas respecto de los trabajadores.

8. El cedente vendrá obligado a facilitar la información mencionada en los apartados anteriores con la suficiente antelación, antes de la realización de la transmisión. El cesionario estará obligado a comunicar estas informaciones con la suficiente antelación y, en todo caso, antes de que sus trabajadores se vean afectados en sus condiciones de empleo y de trabajo por la transmisión.

En los supuestos de fusión y escisión de sociedades, el cedente y el cesionario habrán de proporcionar la indicada información, en todo caso, al tiempo de publicarse la convocatoria de las juntas generales que han de adoptar los respectivos acuerdos.

9. El cedente o el cesionario que previere adoptar, con motivo de la transmisión, medidas laborales en relación con sus trabajadores vendrá obligado a iniciar un periodo de consultas con los representantes legales de los trabajadores sobre las medidas previstas y sus consecuencias para los trabajadores. Dicho periodo de consultas habrá de celebrarse con la suficiente antelación, antes de que las medidas se lleven a efecto. Durante el periodo de consultas, las partes deberán negociar de buena fe, con vistas a la consecución de un acuerdo. ","La sucesión de empresas puede tener varios efectos en diferentes áreas, como se menciona en el artículo 83.2 del Código del Trabajo:

a) El horario y la distribución del tiempo de trabajo, el régimen de trabajo a turnos y la planificación anual de las vacaciones: La sucesión puede implicar cambios en los horarios y turnos de trabajo, así como en la planificación de vacaciones.

b) La adaptación al ámbito de la empresa del sistema de clasificación profesional de las personas trabajadoras: Es posible que la sucesión requiera ajustes en el sistema de clasificación profesional de las personas trabajadoras para adaptarse a las nuevas condiciones de trabajo.

c) La adaptación de los aspectos de las modalidades de contratación que se atribuyen por esta ley a los convenios de empresa: La sucesión puede afectar la planificación y presupuesto anual, incluyendo previsiones sobre el número de contratos y modalidades de trabajo.

d) Las medidas para favorecer la corresponsabilidad y la conciliación entre la vida laboral, familiar y personal: La sucesión puede implicar cambios en la distribución del tiempo de trabajo y la necesidad de planificar vacaciones con anticipación.

e) Aquellas otras que dispongan los acuerdos y convenios colectivos a que se refiere el artículo 83.2: Estos pueden incluir otros aspectos de la sucesión, como la adaptación a las condiciones de trabajo y la planificación de contratos.

Es importante tener en cuenta que cada caso es único y puede requerir adaptaciones específicas según las circunstancias de la sucesión.",0.4,0.08,0.23,0.08,0.7064367,0.99
95,¿Cuáles son las causas por las que puede suspenderse un contrato de trabajo?,"
a) Mutuo acuerdo de las partes.

b) Las consignadas válidamente en el contrato.

c) Incapacidad temporal de los trabajadores.

d) Maternidad, paternidad, adopción, guarda con fines de adopción o acogimiento, de conformidad con el Código Civil o las leyes civiles de las Comunidades Autónomas que lo regulen, siempre que su duración no sea inferior a un año, de menores de seis años o de menores de edad que sean mayores de seis años cuando se trate de menores con discapacidad o que por sus circunstancias y experiencias personales o por provenir del extranjero, tengan especiales dificultades de inserción social y familiar debidamente acreditadas por los servicios sociales competentes.

e) Riesgo durante el embarazo y riesgo durante la lactancia natural de un menor de nueve meses.

f) Ejercicio de cargo público representativo.

g) Privación de libertad del trabajador, mientras no exista sentencia condenatoria.

h) Suspensión de empleo y sueldo, por razones disciplinarias.

i) Fuerza mayor temporal.

j) Causas económicas, técnicas, organizativas o de producción.

k) Excedencia forzosa.

l) Ejercicio del derecho de huelga.

m) Cierre legal de la empresa.

n) Decisión de la trabajadora que se vea obligada a abandonar su puesto de trabajo como consecuencia de ser víctima de violencia de género.
","Según el artículo 45 de la Ley, las causas por las que puede suspenderse un contrato de trabajo son:

a) Mutuo acuerdo de las partes.
b) Las consignadas válidamente en el contrato.

Además, como se menciona en el texto, si una decisión no les ha facilitado la información necesaria, no podrá ser tomada en consideración a tal efecto. Esto sugiere que también puede ser causa de suspensión del contrato si la información no es proporcionada o es insuficiente para tomar decisiones.",0.31,0.12,0.17,0.18,0.42530918,0.9
96,¿Qué efectos tiene la suspensión de un contrato de trabajo?,La suspensión exonera de las obligaciones recíprocas de trabajar y remunerar el trabajo.,"No sé los efectos específicos de la suspensión de un contrato de trabajo según lo establecido en el texto proporcionado. Sin embargo, puedo decir que la suspensión de un contrato de trabajo puede tener varios impactos, como la suspensión temporal del salario o beneficios asociados al trabajo, y la posibilidad de que se requiera una justificación para su reapertura. Es importante consultar las leyes específicas en cada jurisdicción para obtener información precisa sobre los efectos de la suspensión de un contrato de trabajo.",0.17,0.04,0.13,0.12,0.6310248,0.94
97,¿Cuál es el régimen de las excedencias?,"1. La excedencia podrá ser voluntaria o forzosa. La forzosa, que dará derecho a la conservación del puesto y al cómputo de la antigüedad de su vigencia, se concederá por la designación o elección para un cargo público que imposibilite la asistencia al trabajo. El reingreso deberá ser solicitado dentro del mes siguiente al cese en el cargo público.

2. El trabajador con al menos una antigüedad en la empresa de un año tiene derecho a que se le reconozca la posibilidad de situarse en excedencia voluntaria por un plazo no menor a cuatro meses y no mayor a cinco años. Este derecho solo podrá ser ejercitado otra vez por el mismo trabajador si han transcurrido cuatro años desde el final de la anterior excedencia voluntaria.

3. Los trabajadores tendrán derecho a un periodo de excedencia de duración no superior a tres años para atender al cuidado de cada hijo, tanto cuando lo sea por naturaleza, como por adopción, o en los supuestos de guarda con fines de adopción o acogimiento permanente, a contar desde la fecha de nacimiento o, en su caso, de la resolución judicial o administrativa.

También tendrán derecho a un periodo de excedencia, de duración no superior a dos años, salvo que se establezca una duración mayor por negociación colectiva, los trabajadores para atender al cuidado de un familiar hasta el segundo grado de consanguinidad o afinidad, que por razones de edad, accidente, enfermedad o discapacidad no pueda valerse por sí mismo, y no desempeñe actividad retribuida.

El periodo en que el trabajador permanezca en situación de excedencia conforme a lo establecido en este artículo será computable a efectos de antigüedad y el trabajador tendrá derecho a la asistencia a cursos de formación profesional, a cuya participación deberá ser convocado por el empresario, especialmente con ocasión de su reincorporación. Durante el primer año tendrá derecho a la reserva de su puesto de trabajo. Transcurrido dicho plazo, la reserva quedará referida a un puesto de trabajo del mismo grupo profesional o categoría equivalente.

4. Asimismo podrán solicitar su paso a la situación de excedencia en la empresa los trabajadores que ejerzan funciones sindicales de ámbito provincial o superior mientras dure el ejercicio de su cargo representativo.

5. El trabajador en excedencia voluntaria conserva solo un derecho preferente al reingreso en las vacantes de igual o similar categoría a la suya que hubiera o se produjeran en la empresa.
","La pregunta es sobre el régimen de las excedencias. Sin embargo, no se menciona explícitamente el término ""excedencias"" en el contexto proporcionado.

Sin embargo, se puede interpretar que se refiere a la planificación anual de las vacaciones y la adaptación del sistema de clasificación profesional de las personas trabajadoras, así como a la distribución del tiempo de trabajo y el régimen de trabajo a turnos.

En este sentido, el régimen de las excedencias no está explícitamente definido en el texto proporcionado. Si bien se mencionan algunas medidas para favorecer la corresponsabilidad y la conciliación entre la vida laboral, familiar y personal, no se establece un régimen específico para las excedencias.

En resumen, no sabemos con certeza qué régimen se aplica a las excedencias en este contexto.",0.23,0.04,0.13,0.08,0.5980945,0.97
98,¿Cuándo se entiende que concurren causas económicas en una suspensión de un contrato de trabajo?,"Se entiende que concurren causas económicas cuando de los resultados de la empresa se desprenda una situación económica negativa, en casos tales como la existencia de pérdidas actuales o previstas, o la disminución persistente de su nivel de ingresos ordinarios o ventas. En todo caso, se entenderá que la disminución es persistente si durante dos trimestres consecutivos el nivel de ingresos ordinarios o ventas de cada trimestre es inferior al registrado en el mismo trimestre del año anterior.
","Según el artículo 3 de la Ley 31/1995, de 8 de noviembre, de Prevención de Despidos Individuales y Colectivos en el Sector Público, concurren causas económicas cuando ""de los resultados de la empresa se desprende una situación económica negativa"".",0.45,0.26,0.27,0.26,0.75001013,0.91
99,¿Cuándo se entiende que concurren causas técnicas en una suspensión de un contrato de trabajo?,"Se entiende que concurren causas técnicas cuando se produzcan cambios, entre otros, en el ámbito de los medios o instrumentos de producción; causas organizativas cuando se produzcan cambios, entre otros, en el ámbito de los sistemas y métodos de trabajo del personal o en el modo de organizar la producción y causas productivas cuando se produzcan cambios, entre otros, en la demanda de los productos o servicios que la empresa pretende colocar en el mercado.
","No lo sabes. Sin embargo, según el texto proporcionado, se entiende que concurren causas técnicas cuando se produzcan cambios en el ámbito de los medios o instrumentos de producción, y se entienden como consecuencia de dichas causas económicas.",0.46,0.35,0.41,0.3,0.75903124,0.94
100,¿Qué se entiende por reducción de jornada de trabajo?,"Se entenderá por reducción de jornada la disminución temporal de entre un diez y un setenta por ciento de la jornada de trabajo computada sobre la base de una jornada diaria, semanal, mensual o anual. Durante el periodo de reducción de jornada no podrán realizarse horas extraordinarias salvo fuerza mayor.","No sabes la respuesta a esta pregunta específica sobre reducción de jornada de trabajo. Sin embargo, puedo proporcionarte información general sobre lo que se entiende por reducción de jornada de trabajo y cómo se regula en el contexto laboral español. 

La reducción de jornada de trabajo es un acuerdo entre un empleado y su empleador que reduce la cantidad de horas que el empleado trabaja por semana. Esto puede ser necesario debido a diversas circunstancias, como una crisis económica o una pérdida de clientes.

En España, la reducción de jornada de trabajo está regulada por la Ley 36/2011, de 10 de octubre, Reguladora de la Jurisdicción Social. Esta ley establece los procedimientos y requisitos para la suspensión del contrato o la reducción de jornada de trabajo en caso de crisis económica.

En general, la reducción de jornada de trabajo puede implicar:

1. Suspensión temporal del contrato de trabajo.
2. Reducción de las horas ordinarias de trabajo.
3. Flexibilización del horario laboral.

Es importante destacar que la reducción de jornada de trabajo debe estar justificada por una causa legítima y debe ser comunicada a los trabajadores con anticipación.",0.27,0.09,0.21,0.13,0.57605386,0.93
101,¿Cuáles son las razones por las que se extingue el contrato de trabajo?,"
a) Por mutuo acuerdo de las partes.

b) Por las causas consignadas válidamente en el contrato salvo que las mismas constituyan abuso de derecho manifiesto por parte del empresario.

c) Por expiración del tiempo convenido o realización de la obra o servicio objeto del contrato. 
d) Por dimisión del trabajador, debiendo mediar el preaviso que señalen los convenios colectivos o la costumbre del lugar.

e) Por muerte, gran invalidez o incapacidad permanente total o absoluta del trabajador,

f) Por jubilación del trabajador.

g) Por muerte, jubilación en los casos previstos en el régimen correspondiente de la Seguridad Social, o incapacidad del empresario, 

h) Por fuerza mayor que imposibilite definitivamente la prestación de trabajo, siempre que su existencia haya sido debidamente constatada conforme a lo dispuesto en el artículo 51.7.

i) Por despido colectivo fundado en causas económicas, técnicas, organizativas o de producción.

j) Por voluntad del trabajador, fundamentada en un incumplimiento contractual del empresario.

k) Por despido del trabajador.

l) Por causas objetivas legalmente procedentes.

m) Por decisión de la trabajadora que se vea obligada a abandonar definitivamente su puesto de trabajo como consecuencia de ser víctima de violencia de género.
","No conozco las causas específicas para extingui el contrato de trabajo, pero puedo decirte que según el artículo 49 del código laboral, se extinguirá en los siguientes casos:

- Por mutuo acuerdo de las partes.
- Por las causas consignadas válidamente en el contrato salvo que constituyan abuso de derecho manifiesto por parte del empresario.
- Por expiración del tiempo convenido.",0.36,0.24,0.24,0.22,0.63633806,0.89
102,¿Qué trámites debe hacer el empresario a causa de la extinción del contrato de trabajo de un trabajador?,"El empresario, con ocasión de la extinción del contrato, al comunicar a los trabajadores la denuncia, o, en su caso, el preaviso de la extinción del mismo, deberá acompañar una propuesta del documento de liquidación de las cantidades adeudadas.

El trabajador podrá solicitar la presencia de un representante legal de los trabajadores en el momento de proceder a la firma del recibo del finiquito, haciéndose constar en el mismo el hecho de su firma en presencia de un representante legal de los trabajadores, o bien que el trabajador no ha hecho uso de esta posibilidad. 
","Para tratar la extinción del contrato de trabajo de un trabajador debido a incumplimientos graves por parte del empresario, el empresario debe:

1. Acreditar los incumplimientos graves que justifican la extinción del contrato.
2. Comunicar al trabajador la decisión de extinción y explicar las razones que la justifican.
3. Proporcionar al trabajador el pago correspondiente a la indemnización por despido temporal o definitivo, según el caso.
4. Firma de un acta que conste los incumplimientos graves y la decisión de extinción del contrato.

Es importante destacar que si el empresario impide la presencia de un representante legal de los trabajadores en el momento de la firma, el trabajador puede hacer constar estos hechos en el propio recibo, a efectos oportunos.",0.53,0.26,0.32,0.2,0.69013166,0.99
103,¿Cuándo será justa la extinción de contrato por voluntad del trabajador?,"a) Las modificaciones sustanciales en las condiciones de trabajo llevadas a cabo sin respetar lo previsto en el artículo 41 y que redunden en menoscabo de la dignidad del trabajador.

b) La falta de pago o retrasos continuados en el abono del salario pactado.

c) Cualquier otro incumplimiento grave de sus obligaciones por parte del empresario, salvo los supuestos de fuerza mayor, así como la negativa del mismo a reintegrar al trabajador en sus anteriores condiciones de trabajo en los supuestos previstos en los artículos 40 y 41, cuando una sentencia judicial haya declarado los mismos injustificados.

2. En tales casos, el trabajador tendrá derecho a las indemnizaciones señaladas para el despido improcedente.
","No sé cuándo será justa la extinción del contrato por voluntad del trabajador, sin conocer más detalles sobre el caso específico. Sin embargo, según el artículo 49 de la Sección 4ª de las disposiciones legales que se proporcionaron, la extinción del contrato puede ocurrir por mutuo acuerdo de las partes, o debido a causas válidamente consignadas en el contrato, siempre que no constituyan abuso de derecho manifiesto por parte del empresario.",0.31,0.08,0.16,0.16,0.45332387,0.97
104,¿Cuándo se considera que existe un despido colectivo?,"se entenderá por despido colectivo la extinción de contratos de trabajo fundada en causas económicas, técnicas, organizativas o de producción cuando, en un periodo de noventa días, la extinción afecte al menos a:

a) Diez trabajadores, en las empresas que ocupen menos de cien trabajadores.

b) El diez por ciento del número de trabajadores de la empresa en aquellas que ocupen entre cien y trescientos trabajadores.

c) Treinta trabajadores en las empresas que ocupen más de trescientos trabajadores.
",No sabes la respuesta.,0.02,0.0,0.02,0.02,0.53548145,0.75
105,¿Qué requiere la realización de un despido colectivo?," deberá ir precedido de un periodo de consultas con los representantes legales de los trabajadores de una duración no superior a treinta días naturales, o de quince en el caso de empresas de menos de cincuenta trabajadores.
La consulta se llevará a cabo en una única comisión negociadora, si bien, de existir varios centros de trabajo, quedará circunscrita a los centros afectados por el procedimiento. La comisión negociadora estará integrada por un máximo de trece miembros en representación de cada una de las partes.","Basándome en el contexto proporcionado, no tengo información sobre qué requiere la realización de un despido colectivo. Si puedes proporcionar más detalles o contexto, estaré encantado de ayudarte a entender mejor el tema.",0.24,0.05,0.13,0.12,0.39935568,0.93
106,¿Tiene algún privilegio laboral los representantes legales en un despido colectivo?,"Los representantes legales de los trabajadores tendrán prioridad de permanencia en la empresa en los supuestos a que se refiere este artículo. Mediante convenio colectivo o acuerdo alcanzado durante el periodo de consultas se podrán establecer prioridades de permanencia a favor de otros colectivos, tales como trabajadores con cargas familiares, mayores de determinada edad o personas con discapacidad.","La respuesta es no. No se encuentra en la pregunta si el representante legal tiene algún privilegio laboral en un despido colectivo. Sin embargo, sí, según el artículo 17 de la Ley, los preceptos reglamentarios, las cláusulas de los convenios colectivos y los pactos individuales que fomenten la discriminación son nulos.",0.34,0.09,0.15,0.13,0.47370768,0.95
107,¿Qué debe hacer una empresa cuando el despido colectivo afecte a más de 50 personas?," deberá ofrecer a los trabajadores afectados un plan de recolocación externa a través de empresas de recolocación autorizadas. Dicho plan, diseñado para un periodo mínimo de seis meses, deberá incluir medidas de formación y orientación profesional, atención personalizada al trabajador afectado y búsqueda activa de empleo. En todo caso, lo anterior no será de aplicación en las empresas que se hubieran sometido a un procedimiento concursal. El coste de la elaboración e implantación de dicho plan no recaerá en ningún caso sobre los trabajadores.
","La respuesta es la siguiente:

Cuando una empresa realice un despiso colectivo que afecte a más de 50 personas, debe cumplir con varias obligaciones legales. Según lo establecido en el texto refundido de la Ley General de la Seguridad Social, cuando se trate de procedimientos de despidos colectivos de empresas no incursas en procedimiento concursal y que incluyan trabajadores con cincuenta y cinco o más años de edad que no tuvieran la condición de mutualistas el 1 de enero de 1967, existirá la obligación de abonar las cuotas destinadas a la financiación de un convenio especial respecto de los trabajadores anteriormente señalados.

Además, según el artículo 10, la empresa que lleve a cabo un despiso colectivo que afecte a más de cincuenta trabajadores debe ofrecer a los trabajadores afectados un plan de recolocación externa a través de empresas de recolocación autorizadas. Este plan debe incluir medidas de formación y orientación profesional, atención personalizada al trabajador afectado y búsqueda activa de empleo.",0.5,0.32,0.3,0.29,0.63596636,0.97
108,¿Cuáles son las causas objetivas por las que podrá extinguirse un contrato laboral?,"a) Por ineptitud del trabajador conocida o sobrevenida con posterioridad a su colocación efectiva en la empresa. 

b) Por falta de adaptación del trabajador a las modificaciones técnicas operadas en su puesto de trabajo, cuando dichos cambios sean razonables. Previamente el empresario deberá ofrecer al trabajador un curso dirigido a facilitar la adaptación a las modificaciones operadas. El tiempo destinado a la formación se considerará en todo caso tiempo de trabajo efectivo y el empresario abonará al trabajador el salario medio que viniera percibiendo. La extinción no podrá ser acordada por el empresario hasta que hayan transcurrido, como mínimo, dos meses desde que se introdujo la modificación o desde que finalizó la formación dirigida a la adaptación.

c) Cuando concurra alguna de las causas previstas en el artículo 51.1 y la extinción afecte a un número inferior al establecido en el mismo.

d) Por faltas de asistencia al trabajo, aun justificadas pero intermitentes, que alcancen el veinte por ciento de las jornadas hábiles en dos meses consecutivos siempre que el total de faltas de asistencia en los doce meses anteriores alcance el cinco por ciento de las jornadas hábiles, o el veinticinco por ciento en cuatro meses discontinuos dentro de un periodo de doce meses.

No se computarán como faltas de asistencia, a los efectos del párrafo anterior, las ausencias debidas a huelga legal por el tiempo de duración de la misma, el ejercicio de actividades de representación legal de los trabajadores, accidente de trabajo, maternidad, riesgo durante el embarazo y la lactancia, enfermedades causadas por embarazo, parto o lactancia, paternidad, licencias y vacaciones, enfermedad o accidente no laboral cuando la baja haya sido acordada por los servicios sanitarios oficiales y tenga una duración de más de veinte días consecutivos, ni las motivadas por la situación física o psicológica derivada de violencia de género, acreditada por los servicios sociales de atención o servicios de Salud, según proceda.

Tampoco se computarán las ausencias que obedezcan a un tratamiento médico de cáncer o enfermedad grave.

e) En el caso de contratos por tiempo indefinido concertados directamente por entidades sin ánimo de lucro para la ejecución de planes y programas públicos determinados, sin dotación económica estable y financiados por las Administraciones Públicas mediante consignaciones presupuestarias o extrapresupuestarias anuales consecuencia de ingresos externos de carácter finalista, por la insuficiencia de la correspondiente consignación para el mantenimiento del contrato de trabajo de que se trate.
","No tengo información suficiente para determinar las causas objetivas por las que un contrato laboral puede extinguirse. Sin embargo, según el artículo 49 del Código del Trabajo, se consideran como causas legítimas de extinción del contrato:

1. Mutuo acuerdo de las partes.
2. Las causas consignadas válidamente en el contrato, a menos que constituyan abuso de derecho manifiesto por parte del empresario.
3. Expiración del tiempo convenido.

Además, según la sección 4.ª Extinción del contrato, si la persona trabajadora disfruta del permiso parental y altera seriamente el funcionamiento de la empresa, la empresa puede aplazar la concesión del permiso por un período razonable, siempre que se justifique por escrito y se ofrezca una alternativa de disfrute igual de flexible.",0.24,0.05,0.13,0.1,0.44988057,0.95
